Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation,Location Total 2015-17
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,"Improving sustainable access to Water, Sanitation & Hygiene Promotion","To improve sustainable access to water, sanitation, & hygiene promotion. It will also support activities which contribute to community resilience (including PPPs for strategic boreholes and CLTS) and extension of water supplies to health and Nutrition centres as well as hygiene promotion.",Jan-15,Jan-18,Health,UNICEF,SIDA,UNICEF; SRO; TASCO; MOWR; SHILCON; PSAWEN; CPD; SOPHPA; INTERSOS; WARDI,"Government, UN & NGOs",4086552.79,548335.2516,1134000,1134000,Not available,Significant,Significant,Significant,54834,113400,113400,281634
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Somali Energy Transformation (SET) Project,"Project start-up activities (baseline, inception): A.2 - Development of off grid pico-solar PV markets in rural areas;A.3 - Development of community electrification schemes in rural areas; A.4 - Supply and installation of solar powered systems for irrigation, health and educational facilities; A.5 - Scaling up production, distribution and marketing of modern energy efficient cook stoves; A.6 - Development/ or support to youth led renewable energy enterprises; A.7 - Initiate energy policy dialogue in Puntland and South Central Somalia",Jan-15,Dec-17,,EU,EU,ADRA DEUTSCHLAND EV,NGOs,2222222.222,1003114.444,498442.2222,498442.2222,,Significant,Significant,Significant,125389,62305,62305,249999
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 6 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Decentralized service delivery modeling in Water,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,318598.5047,326102.5859,309928.1878,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,14337,14675,13947,42959
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Somali Engineering and Architectural Support (SEAS),"SEAS provides architectural, engineering, and environmental services for infrastructure investments in Somalia. SEAS reviews engineering designs, monitors construction, and verifies environmental compliance of USAID-funded rehabilitation and small-scale infrastructure activities. SEAS ensures that construction activities are implemented according to host government regulations, or where those do not yet exist, according to generally accepted international standards.",Jan-14,,,USA,"USA,",Huduma Consulting,Private Sector,874993,150000,100000,175000,,Significant,Significant,Significant,30000,20000,35000,85000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 9 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Decentralized service delivery modeling in roads,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,152373.1979,155962.1063,148226.5246,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,6857,7018,6670,20545
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 10 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Decentralized service delivery modeling in solid and bio-medical waste management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,43535.1994,44560.6018,42350.4356,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,1959,2005,1906,5870
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,"Infrastructure Needs Assessment and Action Plan i.e. (Transport, Energy, ICT and Water and Sanitation)","Subsector evaluation of needs: Take stock of the current situation and identify critical areas of short term emergency assistance to maintain, rehabilitate and/or develop basic transport, energy and water (upstream and supply and sanitation), ICT and agriculture infrastructure, including human and institutional capacity gaps required to sustain the immediate demand and its growth over a short period of time (its duration is to be determined as part of the study scope). This should also include broad assessments of medium and long term needs to support the social and economic development of the country and to promote public as well as private sector investments. This part should also identify a list of all activities undertaken or planned by the various development partners and stakeholders to fill the gaps.",Jan-13,Dec-16,,AfDB,AfDB,"AfDB, Ministry of Finance, Line Ministries",Government & IFI,585318.0556,250000,215277.7778,0,www.afdb.org,Principal,Principal,Significant,83333,71759,,155092
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,construction of girls dorm,,Jan-15,Jan-16,,Turkey (2015 data),"Turkey,",IHH,NGOs,109000,50000,59000,0,,,,,50000,59000,,109000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Other construction supplies,,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,50000,50000,0,0,,,,,50000,,,50000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,support to Mogadishu Municipality - 1,11 garbage truck was hand overed to Mogadishu municipality,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,1000000,1000000,0,0,,,,,1000000,,,1000000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Vocational School Construction,350 Student capacity vocational school in Mogadishu,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,2615000,2615000,0,0,,,,,2615000,,,2615000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Wall Construction,construction of security walls around Somali-Turkey Education and Research Hospital (Erdo_an /ex Digfer Hospital),Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",T_KA,Bilateral Agency,1450000,1450000,0,0,,,,,1450000,,,1450000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Mogadishu Clean-Up Support Project,"This Project Initiation Plan (PIP) is intended to initiate a clean-up operation in selected districts of Mogadishu City. In addition to significant environmental health and access benefits, the project will also create short-term employment. The project has a complementary public outreach and awareness component that will be essential to improving urban waste management practices.",Jan-14,Jan-15,,UNDP,UNDP,UNDP,UN,594150,506637.72,90000,0,http://www.so.undp.org/,Significant,Significant,Significant,506638,90000,,596638
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Access to Justice Project,"Somali women,men,girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened Improved credibility, efficacy and independence of the judicial system; Enhanced capacity of public institutions for legal research and drafting to ensure that Constitution and legal reforms have broad public support.",Jan-13,Jan-15,,UNDP,"UNDP, Luxembourg Norway Denmark EU & UK Counter Piracy Trust UNDP TRAC",UNDP,UN,13000000,506073.59,0,0,http://www.so.undp.org/,Significant,Principal,Principal,168691,,#VALUE!,#VALUE!
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Civilian Police Project Support to the Somalia Police Force,"Somali women, men, girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened institutional and technical capacity of police services in Somalia utilizing a community and rights based approach.",Jan-13,Jan-15,Police,UNDP,"UNDP, Japan Norway Denmark EU & UK Counter Piracy Trust UNDP",UNDP,UN,30000000,1497904.68,0,0,http://www.so.undp.org/,Significant,Principal,Principal,499302,,#VALUE!,#VALUE!
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Ending Violence against Women and Girls,"(i) National and local authorities and partners have access to credible and regular data and evidence-based practices to prevent and respond to violence against women and girls (ii) Strengthened capacity of women leaders, local authorities, and community elders to develop and implement strategies to prevent and respond to violence against women and girls",Apr-15,Apr-16,,UN WOMEN,"GOVERNMENT OF SWEDEN, GOVERNMENT OF NORWAY",INTERSOS,NGOs,244340,59152,185188,0,,Principal,Significant,Not targeted,59152,185188,#VALUE!,#VALUE!
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Enhancing Operational Capacities of Somalia's Immigration Authorities,Contribute to enhancing service delivery and migration functions of Somali immigration authorities through improved human and operational capacities,Jan-16,Jan-17,Solutions for the displaced,IOM,"Government of Norway, Ministry of Foreign Affairs",IOM,UN,59876.54321,0,0,59876.54321,n/a,Significant,Principal,Significant,,,17963,17963
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Enhancing Somalia’s institutional operations and international cooperation in border management: FGoS Delegation Visit to the UK,"To contribute to the improved border management and cooperation capacities of the Federal Government of Somalia (FGoS) in controlling irregular migration, while facilitating the growing number of returns.",Jan-16,Jan-17,,IOM,UK Foreign and Commonwealth Office,IOM,UN,38137.5,0,0,38137.14286,n/a,Significant,Principal,Significant,,,7627,7627
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,"Implementation of Activities to Promote Gender Equality and Women Empowerment in Policy and Legal Frameworks, Institutional Development, Capacity Building and Awareness Raising in The Justice Sector - 1","(i) Institutional and coordination capacity of Ministry of Justice strengthened to enable the Ministry of Justice to mainstream gender within policy and legal frameworks, institutional development processes, capacity building and awareness raising in the Justice Sector at federal level; (ii) Capacity of justice sector actors (i.e., Ministry of Justice, Office of the Attorney General, Corrections) enhanced in the areas of gender justice, investigation and prosecution of cases of sexual and gender-based violence; (iii) Capacity of women lawyers’ organizations to provide legal aid services for vulnerable groups, particularly women and girls survivors of gender-based violence and women and girls in conflict with the law, increased; (iv) Awareness of gender justice and women’s rights enhanced among customary justice actors (i.e., elders and community leaders) and local communities",Jan-16,Jan-16,,UN WOMEN,UN MPTF,"Ministry of Justice, FGS",Government,174465,0,51133,123332,,Principal,Significant,NA – not screened,,25567,61666,87233
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,"Implementation of Activities to Promote Gender Equality and Women Empowerment in Policy and Legal Frameworks, Institutional Development, Capacity Building and Awareness Raising in The Justice Sector - 2","(i) Institutional and coordination capacity of Ministry of Justice, Religious Affairs and Rehabilitation strengthened to enable the Ministry to mainstream gender within policy and legal frameworks , institutional development processes, capacity building and awareness raising in the Justice Sector at federal/eve/; (ii) Capacity of justice sector actors (i.e., Ministry of Justice, Religious Affairs and Rehabilitation, Office of the Attorney General, Judiciary, Corrections) enhanced in the areas of gender justice, investigation and prosecution of cases of sexual and gender-based violence; (iii) Capacity of women lawyers' organizations to provide legal aid services for vulnerable groups, particularly women and girls survivors of gender -based violence and/or women and girls in conflict with the law, increased; (iv) Awareness of gender justice and women's rights enhanced among customary justice actors (i.e., elders and community leaders) and local communities.",Jan-16,Jan-16,,UN WOMEN,UN MPTF,"Ministry of Justice, Religious Affairs & Rehabilitation",Government,162600,0,133840,28760,,Principal,Significant,NA – not screened,,66920,14380,81300
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,"Laws, regulatory frameworks and services are put in place to adequately address children's access to justice","To strengthen institutional capacity , frameworks and services to ensure children have access to justice",Jan-13,Jan-16,,UNICEF,"UNICEF, UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF","FGS, Government of Puntland, Government of Somaliland",Government,3500929,1449000,2333952,0,Not available,Significant,Principal,Significant,492660,793544,#VALUE!,#VALUE!
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",Jan-17,,,IOM,UK Foreign and Commonwealth Office,IOM,UN,1548476.786,0,0,774238.3929,n/a,Significant,Principal,Significant,,,154848,154848
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,STUDY TOUR FOR THE FEDERAL GOVERNMENT OF SOMALIA AND PUNTLAND STATE TO REGIONAL NEIGHBOURING COUNTRY IMMIGRATION DEPARTMENT,To address the institutional capacity gaps at the immigration departments in Somalia and strengthen cooperation with a neighbouring country,Jan-16,Jan-17,Security,IOM,UK Foreign and Commonwealth Office,IOM,UN,89285.71429,0,0,89285.71429,n/a,Significant,Principal,Significant,,,17857,17857
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Support to the Federal Government in human rights and child protection N.B. Some of the activities related to SNA fall under PSG 2,"Establishment and strengthening of human rights institutions and Parliament in implementation of HR roadmap and support to Somali National Army (Traininsg, Workshops and technical/capacity building",Jan-16,Jan-17,"Security, Human Rights",UNSOM,UNSOM,UNSOM,UN,142900,0,0,142900,,Significant,Principal,Significant,,,71450,71450
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,U.S. Department of State’s Bureau of International Narcotics and Law Enforcement Affairs (INL) - 2,"Build CID capacity to investigate complex crimes and refer cases for prosecution in Mogadishu and regions.Includes: classroom instruction on investigation issues and command and control; mentoring CID commanders; and training on logistics, security and communications. An additional $2.12M to be expended by June 2019.",Jan-16,Jan-17,Police and Justice,PSG 2 - Round 2,USA,Bancroft Global Development,,8498781,2120000,2120000,2120000,,,,,2120000,2120000,2120000,6360000
Benadir,Building effective & efficient institutions,Local Governance,51310327,52215286,37450545,5596577,2461863,630487,4858795.552,1678014.571,51715.65693,Transition Initiatives for Stabilzation Plus (TIS+),"• Increase confidence in governance based on equitable participation in decision making and management of community assets. • Empower community and government representatives to engage with private sector and development actors in a collaborative process for community growth. • Increase Somali engagement in creating a more stable future. • Support inclusive, sustainable development by reducing gender gaps in stabilization and development.",May-15,May-20,Infrastructure,USA,"USA,",AECOM,Private Sector,66935782,10272465,16236000,0,https://twitter.com/tisplus_somalia,Significant,Significant,Principal,1027247,1623600,,2650847
Benadir,Building effective & efficient institutions,Local Governance,51310327,52215286,37450545,5596577,2461863,630487,4858795.552,1678014.571,51715.65693,UN Joint Programme on Local Governance and Decentralised Service Delivery (JPLG) - 1,"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Legislation & Policies,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,1181387.002,1209212.694,1149236.821,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,53162,54415,51716,159293
Benadir,Building effective & efficient institutions,Local Governance,51310327,52215286,37450545,5596577,2461863,630487,4858795.552,1678014.571,51715.65693,Transition Initiatives for Stabilzation (TIS) - 1,"• Increase confidence in all levels of government through targeted, strategic interventions that improve service delivery • Support enhanced collaboration between government, private sector, and civil society • Build momentum for peace, recovery, and development across Somalia",Aug-10,Jan-16,Infrastructure,USA,"USA,",IOM,UN,45340639.64,7556773.273,0,0,,Significant,Significant,Principal,3778387,,,3778387
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Building Resilient Communities in Somalia (BRCiS),"BRCiS aims to improve the resilience of vulnerable communities and households in Somalia from the cyclical shocks of conflict, environmental and economic crisis.",Jan-13,Jan-17,,UK,DFID /EU DEVCO,"Norwegian Refugee Council, Save the Children International, Concern World Wide, International Rescue Committee, CESVI",NGOs,30000000,6988731,8500000,6142857.143,https://devtracker.dfid.gov.uk/projects/GB-1-203462,Significant,Significant,Not Targeted,2096619,2550000,1842857,6489476
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,FAO Resilience Programme,"At risk households anticipate, resist, absorb and recover in a timely and efficient manner from external pressures and shocks in ways that preserve integrity and do not deepen vulnerability .",Jan-16,Jan-16,,FAO,"EU, OFDA USAID, FAO, EC, Japan, Germany,Denmark, Canada, Norway, SWIS, OCHA, DFID, Bulgaria, South Africa, Sweden, CHF",FAO,UN,111805090,21308662,20875077,0,http://www.fao.org/countryprofiles/index/en/?iso3=SOM,Significant,Not targeted,NA – not screened,4261732,4175015,,8436747
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Somali Water and Land Information Management (SWALIM) Phase V,"Increased availability and use of FAO-SWALIM information in water and land resources management, early warning, preparedness, response and resilience building, allowing informed decision making in sustainable natural resources management, planning and interventions.",Jan-13,Jan-17,,FAO,"FAO, CHF,EC , USAID",FAO,UN,21939790,1646552,500000,0,http://www.fao.org/countryprofiles/index/en/?iso3=SOM,Significant,NA – not screened,NA – not screened,329310,100000,,429310
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Drought Resilience and Sustainable Livelihoods Program in the Horn of Africa,"The Drought Resilience and Sustainable Livelihoods Program component for Somalia is aimed at building resilience and sustainable livelihoods for pastoral and agro-pastoral communities in drought-prone areas and to contribute to poverty reduction. The specific objectives of the project are: (1) to improve water and rangeland management to enhance water and forage availability and accessibility, and tackle environment /land degradation and desertification; (2) to improve infrastructure for market access, animal health, and livestock management; and (3) to build human and institutional capacity targeting improvement in agro-pastoral production, improved policy and institutional framework. In all three zones of Somalia (Somaliland, Puntland, and South Central), the project activities identified will be implemented in the drought prone pastoral and agro-pastoral and food insecure areas of country.",Nov-14,Dec-20,,AfDB,AfDB,"IGAD, Line Ministries",Government & Regional Actors,20833333.33,32807.93056,510320,5000000,www.afdb.org,Significant,Principal,Principal,8530,132683,1300000,1441213
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Enhancing Climate Resilience of the Vulnerable Communities and Ecosystems in Somalia,Priority 3: Promote the sustainable development and management of natural resources by developing legal and regulatory frameworks and building capacity in key Natural Resources Management (NRM) institutions,Jan-15,Jan-18,,UNDP,"GEF, UNDP",UNDP,UN,9500000,2010597.09,3842426,2741500,http://www.so.undp.org/,Significant,Significant,Significant,287228,548918,391643,1227789
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Decentralized service delivery modeling in NRM,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,241422.4694,247108.7918,234852.4156,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,10864,11120,10568,32552
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Communication and visibility,"The specific objectives of this action are to increase environmental awareness, to facilitate the dissemination of legal frameworks and lessons learned from the initiative and to highlight the results achieved and impact of the MDG initiative.",Dec-15,Nov-16,,EU,EU,CARE,NGOs,222222.2222,0,177777.7778,44444.44444,,Not Targeted,Significant,Not Targeted,,22222,5556,27778
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Protection Measures Against El Niño-related Heavy Rains and Flooding in IDP Camps at K7-K20 in Mogadishu,Protecting parts of the populatoin who are affected by heavy rains caused by El Niño,Jan-15,Dec-17,,Germany,German Federal Government,Diakonie Katastrophenhilfe,NGOs,166666.6667,166666.6667,0,0,,Not targeted,Significant,Principal,166667,,,166667
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,National Capacity Self-Assessment for Global Environment Governance,"1. National and regional NCSA teams in place for steering the preparation, coordination and implementation of NCSA; 2. Draft NCSA documents and reports prepared and formulated by the government of Somalia; 3. Stakeholders consultation, awareness raising for NCSA preparation, implementation organised and final documents endorsed by the Government of Somalia",Jan-15,Jan-16,,UNDP,"GEF, UNDP",UNDP,UN,230000,23144,236037,0,http://www.so.undp.org/,Significant,Significant,Significant,3306,33720,,37026
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,Transfer of DRC equipment to Mogadish,Services,Sep-14,Sep-16,Unclear - needs more detail,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Muthiga Travels,Private Sector,2360,0,2360,0,N/A,Significant,Principal,Significant,,2360,,2360
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,MFS II / CSO support - 1,,Jan-11,Jan-15,Unclear - needs more detail,Netherlands,Netherlands,Hivos Alliance,NGOs,1111111.111,222222.2222,0,0,,Significant,Significant,Significant,15111,,,15111
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,MFS II / CSO support - 2,,Jan-11,Jan-15,Unclear - needs more detail,Netherlands,Netherlands,Impact Alliance,NGOs,12411111.11,3102777.778,0,0,,Significant,Significant,Significant,210989,,,210989
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,Celebrating Somali Culture,Address the economic and social drivers of conflict and violent extremism,Dec-14,Apr-16,Culture,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",New Horizon,NGOs,500097,358845,500097.34,0,N/A,Principal,Significant,Significant,71769,100019,,171788
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,development supports to families,,Jan-15,Jan-15,Unclear - needs more detail,Turkey (2015 data),"Turkey,",IHH,NGOs,32000,32000,0,0,,,,,32000,,,32000
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Social acceptance of practices harmful to children in targeted locations reduced and improved access to services for FGM,"Program seeks to facilitate dialogue sessions on abandonment of FGM/C and child marriages among community members and stakeholders, accelerate FGM/C and child marriages abandonment through development and implementation of policies and legislation, strengthen provision of services to FGM/C and child marriages survivors and work with Religious leaders to demystify that FGM/C is not a religious obligation",Jan-13,Jan-16,Health,UNICEF,"UNICEF, Swiss, Sweden, DFID, Finland, USAID, Australia, UNICEF_UNFPA Japan Swiss Nat Comm-UNICEF Core resources","TASS, SAF, CCBRS, GOVERNMENT LINE MINISTRIES",Government & NGOs,5500000,1175000,1200000,1000000,Not available,Principal,Significant,Not targeted,176250,180000,150000,506250
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Beds-duvets support,420 beds and 3420 blanket was donated to 52 orphanages,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,220000,220000,0,0,,,,,220000,,,220000
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Orphanage support,all cost of a 52 bed orphanage,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",YARDIMEL_ NGO,NGOs,50000,50000,0,0,,,,,50000,,,50000
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,refurbishment of orphanages,,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",T_KA,Bilateral Agency,60000,60000,0,0,,,,,60000,,,60000
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Support to Somali Woman,A Somali NGO was supported to train 100 Somali orphanage women,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",T_KA,NGOs,65000,65000,0,0,,,,,65000,,,65000
Benadir,Building effective & efficient institutions,PFM & Revenue,51310327,52215286,37450545,5596577,2461863,630487,11932.60238,12213.65586,11607.86939,JPLG - 4 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Municipal finance management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,265168.9418,271414.5746,257952.6532,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,11933,12214,11608,35755
