Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to Federalism,Federalism,1/8/15,Pipeline,Federalism and resource sharing,Switzerland,Switzerland,to be defined,Unclear / TBD,550000,200000,200000,0,,NA – not screened,NA – not screened,NA – not screened,28571.42857,28571.42857,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Promoting Somali Women’s Leadership in Service Delivery and Participation in Political Processes - 1,"1. Build capacities of incumbent and aspiring Somali women leaders to effectively participate in the 2016 political processes and ongoing peacebuilding and statebuilding initiatives 2. Build buy-in of stakeholders and constituencies (including community members, national and local authorities, men, women and youth) to support incumbent and aspiring women leaders in readiness for 2016 elections 3. Engage with the media to enhance gender-sensitive media coverage of incumbent and aspiring women politicians and combat gender-based stereotypes about women in politics 4. Ensure a substantive number of women are involved in statebuilding and peacebuilding initiatives by raising awareness of UNSCR 1325 and CEDAW and their relationship to women leadership and prevention of violence against women",15/04/2015,14/10/2016,Inclusive political dialogue and social reconciliation,UN WOMEN,PEACE BUILDING FUNDS,SOMALI YOUTH DEVELOPMENT NETWORK,NGOs,390636,124849,265787,0,,Principal,Significant,Significant,124849,265787,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Community-based bottom-up Peacebuilding,"To promote community-based bottom-up reconciliation processes between selected clans both at the local level and in Mogadishu, thus transforming centre-periphery conflict dynamics non-violently",1/2/14,31/12/2016,Inclusive political dialogue and social reconciliation,EU,EU,STIFTELSEN LIV- OCH FRED-INSTITUTET,NGOs,644444.4444,178888.8889,63464.07778,153207.7778,,Significant,Significant,Significant,59629.62963,21154.69259,51069.25926
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Supporting the Federal Government of Somalia and Somaliland Confidence Building Process,"To promote a constructive political confidence building process between FGS and SL that generates agreements on mutual cooperation and, hopefully, an eventual political solution on Somaliland’s disputed status",15/07/2016,14/07/2017,Inclusive political dialogue and social reconciliation,EU,EU,CENTRE HENRY DUNANT POUR LE DIALOGUE HUMANITAIRE,NGOs,485555.5556,0,388444.4444,0,,Significant,Significant,Significant,0,48555.55556,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Women's political participation (Supporting women's political representation in Somali Federal Parliament),"The overall objective of the project is to maximise the chance of Somalia's next Federal Parliament meeting the goal of 30% women's representation, set out by the Federal Government in its 28 January 2016 decision and endorsed by regional leaders.",16/10/2016,17/01/2016,Democratisation & elections,UNSOM,UNSOM (UN DPA Rapid Response Fund),UNDP,UN,308400,0,308400,0,,Principal,Not Targeted,Not Targeted,0,22028.57143,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Promoting Somali Women’s Leadership in Service Delivery and Participation in Political Processes - 2,"(i) Women are substantially included in political and leadership positions in the district formation and election process in Somalia as demonstrated by increased representation of women moving towards a minimum 30% target. (ii) PSG1 sub- working groups and PSGl Working Group address gender equality and women, peace and security issue on their regular agenda {iii} National and international meetings and fora conducted by MOfFA addressing inclusive politics issues, addresses women empowerment and leadership (iv) MOfFA plays a key role in supporting the political empowerment and leadership of women under its mandate, as demonstrated in MOfFA's active promotion of SDGS and SDG16, and as demonstrated by its collaboration with the federal MWHRD and the state level Ministries of Interior in achieving this, as well as in demonstrating support to this in international, federal and sub-federal fora.",1/3/16,1/3/17,Inclusive political dialogue and social reconciliation,UN WOMEN,GOVERNMENT OF SWEDEN,Ministry of Interior and Federal Affairs,Government,304755,0,116924,187831,,Principal,Significant,NA – not screened,0,116924,187831
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,"Reviving Culture, Building Peace in Mogadishu",To strengthen NSAs' contribution to safeguarding and promoting Somali cultural heritage as a means to increase sense of citizenship and promote sustainable development,22/02/2014,21/11/2016,Inclusive political dialogue and social reconciliation,EU,EU,COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI ASSOCIAZIONE,NGOs,666595.5556,29219.5,213490.8333,66658.88889,,Significant,Principal,Significant,29219.5,213490.8333,66658.88889
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Strengthening the role of women’s organizations,Address conflict through peacebuilding and reconciliation and strengthened conflict resolution mechanisms,10/2/15,31/12/2016,Inclusive political dialogue and social reconciliation,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",SSWC,NGOs,200000,61250,200000.48,0,N/A,Principal,Significant,Significant,12250,40000.096,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to the National Leadership Forum (NLF),"To bring together Somali FGS and FMS leaders (Puntland, ISWA, Galmudug, Jubaland) to hold consultations on issues of national interest that include the 2016 electoral process, constitutional review process, power-sharing, and security issues.",1/1/16,1/12/16,Federalism and resource sharing,UNSOM,,UNSOM,UN,0,0,225720,0,,Not targeted,Principal,Not targeted,0,225720,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Women's political participation (Support to realize 30 per cent reserved seats for Somali women in federal parliament in 2016),"The project aims to ensure that Somali women receive adequate quality support throughout the electoral process over the next three months. The specific objectives include, (i) strengthening technical capacity and leadership of UNSOM Gender Team which is currently constituted of two members ; and (ii) creating enabling environment and ensuring minimum 30 per cent seats in both lower and upper houses of federal parliament are reserved for women and only women will contest/compete in those seats (in the case of the latter).",1/9/16,1/12/16,Inclusive political dialogue and social reconciliation,UNSOM,UNSOM (UN Department of Political Affairs (DPA) XB funding),"Ministry of Women and Human Rights Development, UNSOM, UNDP, UN Women",Government & UN,95001.36,0,95001,0,,Principal,Not Targeted,Not Targeted,0,6785.785714,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Conflict Analysis in South Central Somalia and Puntland,Services,1/12/16,4/12/16,Inclusive political dialogue and social reconciliation,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway","ResearchCare Africa Limited,",Academic / Research Institutions,35000,0,9789,0,N/A,Significant,Principal,Principal,0,1664.13,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Somali Urban Investment Planning Project (SUIPP),"Provide an assessment of the feasibility and preliminary plans for selected urban investment and institutional strengthening activities in South-Central Somalia, Puntland and Somaliland.",1/10/15,1/12/16,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",Government counterparts,Government,6000000,0,2000000,4000000,http://www.worldbank.org/projects/P150374?lang=en,Not targeted,Significant,Not targeted,0,900000,1800000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 3 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Basic social infrastructure at local level / Local Development Funding (LDF),UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,3405639.917,3485854.35,3312959.076,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,153253.7963,156863.4457,149083.1584
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,"Pilot Project to Strengthen Service Delivery Through Federal Government Systems, Federal Member States and Interim Regional Administrations (National Window)",,1/2/16,1/9/17,,UN RCO,UN MPTF,Government counterparts,Government,2062083,0,33866,2028217,,Not targeted,Significant,Significant,0,16933,1014108.5
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Repairs to Mogadishu airport,,00/01/1900,00/01/1900,,AfDB,,,Government & IFI,5000000,0,0,1388888.889,,,,,0,0,1388888.889
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Somalia Power Sector Development Master Plan,Contribute towards developing the fundamental building blocks for the establishment of modern energy sector in Somalia.,1/8/15,1/1/18,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",WB-Executed,IFI,1550000,0,119640,1350000,somaliampf.org,Not targeted,Significant,Not targeted,0,39880,450000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,"Improving sustainable access to Water, Sanitation & Hygiene Promotion","To improve sustainable access to water, sanitation, & hygiene promotion. It will also support activities which contribute to community resilience (including PPPs for strategic boreholes and CLTS) and extension of water supplies to health and Nutrition centres as well as hygiene promotion.",1/10/15,1/12/18,Health,UNICEF,SIDA,UNICEF; SRO; TASCO; MOWR; SHILCON; PSAWEN; CPD; SOPHPA; INTERSOS; WARDI,"Government, UN & NGOs",4086552.79,548335.2516,1134000,1134000,Not available,Significant,Significant,Significant,54833.52516,113400,113400
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Somali Energy Transformation (SET) Project,"Project start-up activities (baseline, inception): A.2 - Development of off grid pico-solar PV markets in rural areas;A.3 - Development of community electrification schemes in rural areas; A.4 - Supply and installation of solar powered systems for irrigation, health and educational facilities; A.5 - Scaling up production, distribution and marketing of modern energy efficient cook stoves; A.6 - Development/ or support to youth led renewable energy enterprises; A.7 - Initiate energy policy dialogue in Puntland and South Central Somalia",1/1/15,31/12/2017,,EU,EU,ADRA DEUTSCHLAND EV,NGOs,2222222.222,1003114.444,498442.2222,498442.2222,,Significant,Significant,Significant,125389.3056,62305.27778,62305.27778
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 6 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in Water,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,318598.5047,326102.5859,309928.1878,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,14336.93271,14674.61637,13946.76845
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Somali Engineering and Architectural Support (SEAS),"SEAS provides architectural, engineering, and environmental services for infrastructure investments in Somalia. SEAS reviews engineering designs, monitors construction, and verifies environmental compliance of USAID-funded rehabilitation and small-scale infrastructure activities. SEAS ensures that construction activities are implemented according to host government regulations, or where those do not yet exist, according to generally accepted international standards.",1/9/14,1/9/19,,USA,"USA,",Huduma Consulting,Private Sector,874993,150000,100000,175000,,Significant,Significant,Significant,30000,20000,35000
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 9 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in roads,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,152373.1979,155962.1063,148226.5246,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,6856.793906,7018.294784,6670.193607
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,JPLG - 10 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in solid and bio-medical waste management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,43535.1994,44560.6018,42350.4356,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,1959.083973,2005.227081,1905.769602
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,"Infrastructure Needs Assessment and Action Plan i.e. (Transport, Energy, ICT and Water and Sanitation)","Subsector evaluation of needs: Take stock of the current situation and identify critical areas of short term emergency assistance to maintain, rehabilitate and/or develop basic transport, energy and water (upstream and supply and sanitation), ICT and agriculture infrastructure, including human and institutional capacity gaps required to sustain the immediate demand and its growth over a short period of time (its duration is to be determined as part of the study scope). This should also include broad assessments of medium and long term needs to support the social and economic development of the country and to promote public as well as private sector investments. This part should also identify a list of all activities undertaken or planned by the various development partners and stakeholders to fill the gaps.",1/12/13,31/12/2016,,AfDB,AfDB,"AfDB, Ministry of Finance, Line Ministries",Government & IFI,585318.0556,250000,215277.7778,0,www.afdb.org,Principal,Principal,Significant,83333.33333,71759.25926,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,construction of girls dorm,,1/3/15,1/6/16,,Turkey (2015 data),"Turkey,",IHH,NGOs,109000,50000,59000,0,,,,,50000,59000,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Other construction supplies,,1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,50000,50000,0,0,,,,,50000,0,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,support to Mogadishu Municipality - 1,11 garbage truck was hand overed to Mogadishu municipality,1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,1000000,1000000,0,0,,,,,1000000,0,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Vocational School Construction,350 Student capacity vocational school in Mogadishu,1/6/15,1/11/15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,2615000,2615000,0,0,,,,,2615000,0,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Wall Construction,construction of security walls around Somali-Turkey Education and Research Hospital (Erdoğan /ex Digfer Hospital),1/6/15,1/11/15,,Turkey (2015 data),"Turkey,",TİKA,Bilateral Agency,1450000,1450000,0,0,,,,,1450000,0,0
Benadir,Infrastructural restoration & development,Infrastructure,51310327,52215286,37450545,6141600,1553839,5035309,6141600.491,1553839.121,5035308.557,Mogadishu Clean-Up Support Project,"This Project Initiation Plan (PIP) is intended to initiate a clean-up operation in selected districts of Mogadishu City. In addition to significant environmental health and access benefits, the project will also create short-term employment. The project has a complementary public outreach and awareness component that will be essential to improving urban waste management practices.",1/10/14,1/7/15,,UNDP,UNDP,UNDP,UN,594150,506637.72,90000,0,http://www.so.undp.org/,Significant,Significant,Significant,506637.72,90000,0
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Access to Justice Project,"Somali women,men,girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened Improved credibility, efficacy and independence of the judicial system; Enhanced capacity of public institutions for legal research and drafting to ensure that Constitution and legal reforms have broad public support.",1/1/13,1/6/15,,UNDP,"UNDP, Luxembourg Norway Denmark EU & UK Counter Piracy Trust UNDP TRAC",UNDP,UN,13000000,506073.59,0,0,http://www.so.undp.org/,Significant,Principal,Principal,168691.1967,0,-
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Civilian Police Project Support to the Somalia Police Force,"Somali women, men, girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened institutional and technical capacity of police services in Somalia utilizing a community and rights based approach.",1/1/13,1/6/15,Police,UNDP,"UNDP, Japan Norway Denmark EU & UK Counter Piracy Trust UNDP",UNDP,UN,30000000,1497904.68,0,0,http://www.so.undp.org/,Significant,Principal,Principal,499301.56,0,-
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Ending Violence against Women and Girls,"(i) National and local authorities and partners have access to credible and regular data and evidence-based practices to prevent and respond to violence against women and girls (ii) Strengthened capacity of women leaders, local authorities, and community elders to develop and implement strategies to prevent and respond to violence against women and girls",23/04/2015,22/04/2016,,UN WOMEN,"GOVERNMENT OF SWEDEN, GOVERNMENT OF NORWAY",INTERSOS,NGOs,244340,59152,185188,0,,Principal,Significant,Not targeted,59152,185188,-
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Enhancing Operational Capacities of Somalia's Immigration Authorities,Contribute to enhancing service delivery and migration functions of Somali immigration authorities through improved human and operational capacities,1/11/16,1/12/17,Solutions for the displaced,IOM,"Government of Norway, Ministry of Foreign Affairs",IOM,UN,59876.54321,0,0,59876.54321,n/a,Significant,Principal,Significant,0,0,17963
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Enhancing Somalia’s institutional operations and international cooperation in border management: FGoS Delegation Visit to the UK,"To contribute to the improved border management and cooperation capacities of the Federal Government of Somalia (FGoS) in controlling irregular migration, while facilitating the growing number of returns.",1/12/16,1/1/17,,IOM,UK Foreign and Commonwealth Office,IOM,UN,38137.5,0,0,38137.14286,n/a,Significant,Principal,Significant,0,0,7627
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,"Implementation of Activities to Promote Gender Equality and Women Empowerment in Policy and Legal Frameworks, Institutional Development, Capacity Building and Awareness Raising in The Justice Sector - 1","(i) Institutional and coordination capacity of Ministry of Justice strengthened to enable the Ministry of Justice to mainstream gender within policy and legal frameworks, institutional development processes, capacity building and awareness raising in the Justice Sector at federal level; (ii) Capacity of justice sector actors (i.e., Ministry of Justice, Office of the Attorney General, Corrections) enhanced in the areas of gender justice, investigation and prosecution of cases of sexual and gender-based violence; (iii) Capacity of women lawyers’ organizations to provide legal aid services for vulnerable groups, particularly women and girls survivors of gender-based violence and women and girls in conflict with the law, increased; (iv) Awareness of gender justice and women’s rights enhanced among customary justice actors (i.e., elders and community leaders) and local communities",1/4/16,1/12/16,,UN WOMEN,UN MPTF,"Ministry of Justice, FGS",Government,174465,0,51133,123332,,Principal,Significant,NA – not screened,0,25566.5,61666
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,"Implementation of Activities to Promote Gender Equality and Women Empowerment in Policy and Legal Frameworks, Institutional Development, Capacity Building and Awareness Raising in The Justice Sector - 2","(i) Institutional and coordination capacity of Ministry of Justice, Religious Affairs and Rehabilitation strengthened to enable the Ministry to mainstream gender within policy and legal frameworks , institutional development processes, capacity building and awareness raising in the Justice Sector at federal/eve/; (ii) Capacity of justice sector actors (i.e., Ministry of Justice, Religious Affairs and Rehabilitation, Office of the Attorney General, Judiciary, Corrections) enhanced in the areas of gender justice, investigation and prosecution of cases of sexual and gender-based violence; (iii) Capacity of women lawyers' organizations to provide legal aid services for vulnerable groups, particularly women and girls survivors of gender -based violence and/or women and girls in conflict with the law, increased; (iv) Awareness of gender justice and women's rights enhanced among customary justice actors (i.e., elders and community leaders) and local communities.",1/4/16,1/12/16,,UN WOMEN,UN MPTF,"Ministry of Justice, Religious Affairs & Rehabilitation",Government,162600,0,133840,28760,,Principal,Significant,NA – not screened,0,66920,14380
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,"Laws, regulatory frameworks and services are put in place to adequately address children's access to justice","To strengthen institutional capacity , frameworks and services to ensure children have access to justice",1/1/13,1/12/16,,UNICEF,"UNICEF, UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF","FGS, Government of Puntland, Government of Somaliland",Government,3500929,1449000,2333952,0,Not available,Significant,Principal,Significant,492660,793543.68,-
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",1/1/17,1/12/19,,IOM,UK Foreign and Commonwealth Office,IOM,UN,1548476.786,0,0,774238.3929,n/a,Significant,Principal,Significant,0,0,154848
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,STUDY TOUR FOR THE FEDERAL GOVERNMENT OF SOMALIA AND PUNTLAND STATE TO REGIONAL NEIGHBOURING COUNTRY IMMIGRATION DEPARTMENT,To address the institutional capacity gaps at the immigration departments in Somalia and strengthen cooperation with a neighbouring country,1/12/16,1/2/17,Security,IOM,UK Foreign and Commonwealth Office,IOM,UN,89285.71429,0,0,89285.71429,n/a,Significant,Principal,Significant,0,0,17857
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,Support to the Federal Government in human rights and child protection N.B. Some of the activities related to SNA fall under PSG 2.,"Establishment and strengthening of human rights institutions and Parliament in implementation of HR roadmap and support to Somali National Army (Traininsg, Workshops and technical/capacity building",1/5/16,1/6/17,"Security, Human Rights",UNSOM,UNSOM,UNSOM,UN,142900,0,0,142900,,Significant,Principal,Significant,0,0,71450
Benadir,"Peace, security, and rule of law",Justice & Law Enforcement,51310327,52215286,37450545,7529968,10487264,4714656,3339804.757,3191218.18,2465791,U.S. Department of State’s Bureau of International Narcotics and Law Enforcement Affairs (INL) - 2,"Build CID capacity to investigate complex crimes and refer cases for prosecution in Mogadishu and regions.Includes: classroom instruction on investigation issues and command and control; mentoring CID commanders; and training on logistics, security and communications. An additional $2.12M to be expended by June 2019.",1/9/16,1/12/17,Police and Justice,PSG 2 - Round 2,USA,Bancroft Global Development,,8498781,2120000,2120000,2120000,,,,,2120000,2120000,2120000
Benadir,Building effective & efficient institutions,Local Governance,51310327,52215286,37450545,5596577,2461863,630487,4858795.552,1678014.571,51715.65693,Transition Initiatives for Stabilzation Plus (TIS+),"• Increase confidence in governance based on equitable participation in decision making and management of community assets. • Empower community and government representatives to engage with private sector and development actors in a collaborative process for community growth. • Increase Somali engagement in creating a more stable future. • Support inclusive, sustainable development by reducing gender gaps in stabilization and development.",20/05/2015,20/05/2020,Infrastructure,USA,"USA,",AECOM,Private Sector,66935782,10272465,16236000,0,https://twitter.com/tisplus_somalia,Significant,Significant,Principal,1027246.5,1623600,0
Benadir,Building effective & efficient institutions,Local Governance,51310327,52215286,37450545,5596577,2461863,630487,4858795.552,1678014.571,51715.65693,UN Joint Programme on Local Governance and Decentralised Service Delivery (JPLG) - 1,"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Legislation & Policies,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,1181387.002,1209212.694,1149236.821,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,53162.41509,54414.57124,51715.65693
Benadir,Building effective & efficient institutions,Local Governance,51310327,52215286,37450545,5596577,2461863,630487,4858795.552,1678014.571,51715.65693,Transition Initiatives for Stabilzation (TIS) - 1,"• Increase confidence in all levels of government through targeted, strategic interventions that improve service delivery • Support enhanced collaboration between government, private sector, and civil society • Build momentum for peace, recovery, and development across Somalia",8/2/10,1/1/16,Infrastructure,USA,"USA,",IOM,UN,45340639.64,7556773.273,0,0,,Significant,Significant,Principal,3778386.637,0,0
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Building Resilient Communities in Somalia (BRCiS),"BRCiS aims to improve the resilience of vulnerable communities and households in Somalia from the cyclical shocks of conflict, environmental and economic crisis.",1/11/13,1/10/17,,UK,DFID /EU DEVCO,"Norwegian Refugee Council, Save the Children International, Concern World Wide, International Rescue Committee, CESVI",NGOs,30000000,6988731,8500000,6142857.143,https://devtracker.dfid.gov.uk/projects/GB-1-203462,Significant,Significant,Not Targeted,2096619.3,2550000,1842857.143
